timestamp,trial_number,val_loss,model.type,model.latent_dim,model.base_filters,hyperparameters.learning_rate,hyperparameters.batch_size,hyperparameters.weight_decay,training.optimizer,training.scheduler,preprocessing.normalize,preprocessing.use_tanh_output,hyperparameters.beta,model.in_channels
20250427_031026,13,0.0080188615247607,mlp_autoencoder,328,27,1.0036007017747035e-05,16,1.0935886329853044e-05,sgd,reduce_on_plateau,False,True,,1.0
20250427_031026,14,0.0079828407615423,mlp_autoencoder,498,26,1.2944950799765889e-05,16,8.559765222126318e-06,rmsprop,none,False,True,,1.0
20250427_031358,0,0.3966877460479736,vae,49,17,0.0039676050770529,64,0.000314288089084,adam,cosine_annealing,False,False,0.5404103854647329,1.0
20250427_031358,1,1.420663833618164,vae,134,34,3.585612610345396e-05,8,6.218704727769077e-05,adam,none,False,True,1.217284708112243,1.0
20250427_031358,2,0.2510159611701965,conv_autoencoder,118,18,0.0013795402040204,32,3.69997243146381e-05,adam,cosine_annealing,False,False,,1.0
20250427_031358,3,0.1263757646083831,resnet_ae,101,21,2.288738114460096e-05,16,0.0001285454996487,sgd,cosine_annealing,True,True,,1.0
20250427_031358,4,0.0083905924111604,conv_autoencoder,33,32,4.780654141328922e-05,32,0.0006459367085984,sgd,reduce_on_plateau,False,True,,1.0
20250427_031358,5,0.0450834184885025,conv_autoencoder,194,21,0.0013694231460024,32,0.0003529150925129,adam,reduce_on_plateau,True,True,,1.0
20250427_031358,6,0.2258476316928863,unet_ae,76,20,0.0004681702225035,8,6.998769331752381e-05,adam,reduce_on_plateau,True,False,,1.0
20250427_031358,7,0.0086792642250657,mlp_autoencoder,45,33,0.0020416470207182,16,3.927027067477075e-05,rmsprop,reduce_on_plateau,True,True,,1.0
20250427_031358,8,0.270374596118927,vae,35,52,0.0012911407200549,32,3.308305521268992e-06,rmsprop,reduce_on_plateau,True,True,0.2117721540886052,1.0
20250427_031358,9,0.1697365641593933,conv_autoencoder,34,50,7.007519651093011e-05,64,0.0001604032381607,adam,none,True,True,,1.0
20250427_031358,10,0.0423298366367816,unet_ae,265,27,0.000146384950296,32,7.009302939309281e-06,sgd,reduce_on_plateau,False,False,,1.0
20250427_031358,11,0.0086928959935903,mlp_autoencoder,57,36,0.0095407294440071,16,0.0008855046038452,rmsprop,reduce_on_plateau,False,True,,1.0
20250427_031358,12,0.0080459527671337,mlp_autoencoder,507,28,1.2844377595711352e-05,16,1.4285771830109758e-05,rmsprop,reduce_on_plateau,True,True,,1.0
20250427_031358,13,0.0080909747630357,mlp_autoencoder,328,27,1.0036007017747035e-05,16,1.0935886329853044e-05,sgd,reduce_on_plateau,False,True,,1.0
20250427_031358,14,0.0081168711185455,mlp_autoencoder,498,26,1.2944950799765889e-05,16,8.559765222126318e-06,rmsprop,none,False,True,,1.0
20250427_033523,0,1.8223742246627808,vae,49,17,0.0039676050770529,64,0.000314288089084,adam,cosine_annealing,False,False,0.5404103854647329,1.0
20250427_033523,1,0.547150185574656,vae,134,34,3.585612610345396e-05,8,6.218704727769077e-05,adam,none,False,True,1.217284708112243,1.0
20250427_033523,2,0.0759461584190527,conv_autoencoder,118,18,0.0013795402040204,32,3.69997243146381e-05,adam,cosine_annealing,False,False,,1.0
20250427_033523,3,0.0081414192294081,resnet_ae,101,21,2.288738114460096e-05,16,0.0001285454996487,sgd,cosine_annealing,True,True,,1.0
20250427_033523,4,0.0054002923020364,conv_autoencoder,33,32,4.780654141328922e-05,32,0.0006459367085984,sgd,reduce_on_plateau,False,True,,1.0
20250427_033523,5,0.0041352825549741,conv_autoencoder,194,21,0.0013694231460024,32,0.0003529150925129,adam,reduce_on_plateau,True,True,,1.0
20250427_033523,6,0.0015568726424438,unet_ae,76,20,0.0004681702225035,8,6.998769331752381e-05,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,7,0.0083179372342546,mlp_autoencoder,45,33,0.0020416470207182,16,3.927027067477075e-05,rmsprop,reduce_on_plateau,True,True,,1.0
20250427_033523,8,0.3778519853949547,vae,35,52,0.0012911407200549,32,3.308305521268992e-06,rmsprop,reduce_on_plateau,True,True,0.2117721540886052,1.0
20250427_033523,9,0.0050909291021525,conv_autoencoder,34,50,7.007519651093011e-05,64,0.0001604032381607,adam,none,True,True,,1.0
20250427_033523,10,0.0289044280846913,unet_ae,265,24,0.0002321246354118,8,7.97433486827397e-06,sgd,reduce_on_plateau,True,False,,1.0
20250427_033523,11,0.0470342735449473,unet_ae,429,24,0.0003272140782345,8,0.0008912509638379,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,12,0.0346785796185334,unet_ae,210,25,0.0003920776541325,8,1.4285771830109758e-05,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,13,0.008427070453763,mlp_autoencoder,74,16,0.0083045785944602,32,1.0953114890618474e-06,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,14,0.0076973639273395,resnet_ae,195,20,0.0006652858270235,8,0.0002251301728404,rmsprop,none,True,True,,1.0
20250427_033523,15,0.0047109976876527,conv_autoencoder,77,42,0.0001335424512171,32,0.0001131968844303,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,16,0.2432069604595502,unet_ae,406,26,1.219583825009273e-05,64,0.0005011204295128,adam,reduce_on_plateau,True,True,,1.0
20250427_033523,17,0.0154890259727835,conv_autoencoder,173,63,0.0007687810550852,16,1.95232073856358e-05,adam,reduce_on_plateau,True,False,,1.0
20250427_033523,18,0.0004435044005125,unet_ae,74,20,0.0039232962920222,8,8.612865543847686e-05,rmsprop,cosine_annealing,False,True,,1.0
20250427_033523,19,0.0004776893474627,unet_ae,64,28,0.0085442805922672,8,8.791806965182079e-05,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,20,0.0004285124147524,unet_ae,62,28,0.0080460192490134,8,5.366742998968015e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,21,0.0004529561338131,unet_ae,61,28,0.0086168585267974,8,5.377044905569476e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,22,0.0005950200526664,unet_ae,50,38,0.0040664670545597,8,4.81031485131548e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,23,0.0003528532821898,unet_ae,94,29,0.0040734742048343,8,2.1201157282689115e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,24,0.0004594186611939,unet_ae,104,38,0.0038519806721979,8,1.2578170517799468e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,25,0.0003541508243264,unet_ae,143,29,0.0028115013032336,8,2.0229706987100865e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,26,0.0013936391915194,unet_ae,147,30,0.002446249099866,8,2.0790915011244703e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,27,0.004109802073799,resnet_ae,95,38,0.00596174889637,8,2.5180045397915048e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,28,0.0048082786379382,mlp_autoencoder,89,29,0.0021696260998336,8,9.312958752798184e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,29,2.486969312032064,vae,50,35,0.0054802880163697,64,1.7889982979463698e-06,rmsprop,cosine_annealing,False,False,9.82939986202355,1.0
20250427_033523,30,0.0003674526318112,unet_ae,313,45,0.00271051392258,16,3.541857153796767e-06,rmsprop,cosine_annealing,False,False,,1.0
20250427_033523,31,0.0003471352259415,unet_ae,264,45,0.0026270633050406,16,4.339794960184967e-06,rmsprop,cosine_annealing,False,False,,1.0
